symbol,shortName,description,exchange,market,type,lotSize,faceValue,cfiCode,cancellation,minStep,roundTo,rating,marginBuy,marginSell,marginRate,priceStep,priceMax,priceMin,theorPrice,theorPriceLimit,volatility,currency,nominalCurrency,settlementCurrency,underlyingCurrency,ISIN,yield,board,primaryBoard,tradingStatus,tradingStatusInfo,complexProductCategory,priceMultiplier,priceShownUnits
RU000A106KV6,АЛЬФАБ2Р24,АЛЬФА-БАНК Б2Р24,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-01-20T00:00:00.0000000,0.01,2,3285,90.61,91.74,0.0,0,97.12,86.02,0,0,0,RUB,RUB,RUB,RUB,RU000A106KV6,16.78,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107FG5,ТрансМ БО2,Транс-Миссия БО-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-11-30T00:00:00.0000000,0.01,2,3268,100.03,100.22,0.0,0,140.18,60.09,0,0,0,RUB,RUB,RUB,RUB,RU000A107FG5,21.7,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A100FE5,ГТЛК 1P-14,ГТЛК БО 001P-14,MOEX,FOND,CORP,1,1000.0,DBXXXX,2034-05-25T00:00:00.0000000,0.01,2,3247,86.09,86.98,0.0,0,92.59,81.19,0,0,0,RUB,RUB,RUB,RUB,RU000A100FE5,20.13,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102358,СберИОС307,СберИОС 001Р-307R 5Г СРВП,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-09T00:00:00.0000000,0.01,2,3246,86.9,89.68,0.0,0,122.49,52.5,0,0,0,RUB,RUB,RUB,RUB,RU000A102358,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A100A66,МТС 1P-09,Мобильные ТелеСистемы 001P-09,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-10-14T00:00:00.0000000,0.01,2,3222,97.02,100.01,0.0,0,101.07,94.13,0,0,0,RUB,RUB,RUB,RUB,RU000A100A66,15.74,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A103DA2,МигКр 01К,МигКредит 01К,MOEX,FOND,CORP,1,40.0,DBXXXX,2024-06-26T00:00:00.0000000,0.01,2,3217,99.53,99.8,0.0,0,139.3,59.71,0,0,0,RUB,RUB,RUB,RUB,RU000A103DA2,21.75,TQIR,TQIR,17,нормальный период торгов,0,0.4,1
RU000A104WA0,АПРИФП БП5,АПРИ Флай Плэнинг АО БО-П05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-06-19T00:00:00.0000000,0.01,2,3200,99.84,100.35,0.0,0,139.66,59.86,0,0,0,RUB,RUB,RUB,RUB,RU000A104WA0,22.91,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A106656,ЮГК 1P3,Южуралзолото 001P-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-23T00:00:00.0000000,0.01,2,3195,89.77,91.38,0.0,0,127.56,54.68,0,0,0,RUB,RUB,RUB,RUB,RU000A106656,18.01,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
AKQU,AKQU ETF,БПИФ Альфа Капитал Квант,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,20.0,0,3191,6540.0,8660.0,0.0,0,11300.0,4860.0,0,0,0,RUB,RUB,RUB,USD,RU000A103NR5,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
RU000A107EE3,СОБИЛИЗ1Р4,СОБИ-ЛИЗИНГ 001Р-04,MOEX,FOND,CORP,1,940.0,DBXXXX,2026-12-03T00:00:00.0000000,0.01,2,3190,99.14,100.02,0.0,0,138.85,59.51,0,0,0,RUB,RUB,RUB,RUB,RU000A107EE3,21.57,TQCB,TQCB,17,нормальный период торгов,6,9.4,1
RU000A1012B3,ФПК 1P-07,Федерал пассажир комп 001Р-07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-11-05T00:00:00.0000000,0.01,2,3189,86.06,87.89,0.0,0,91.03,83.93,0,0,0,RUB,RUB,RUB,RUB,RU000A1012B3,17.41,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1062M5,SELGOLD001,Селигдар GOLD01,MOEX,FOND,CORP,1,6764.58,DBXXXX,2028-03-31T00:00:00.0000000,0.01,2,3162,99.71,101.27,0.0,0,141.89,60.82,0,0,0,RUB,RUB,RUB,RUB,RU000A1062M5,,TQCB,TQCB,17,нормальный период торгов,6,67.6458,1
RU000A0ZYLC4,Газпнф1P4R,"""Газпром нефть"" ПАО 001P-04R",MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-12T00:00:00.0000000,0.01,2,3161,96.0,97.2,0.0,0,98.79,92.93,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYLC4,16.54,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A107480,ЛТрейд1P10,Лизинг-Трейд 001P-10,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-09-26T00:00:00.0000000,0.01,2,3149,98.03,99.48,0.0,0,137.97,59.14,0,0,0,RUB,RUB,RUB,RUB,RU000A107480,18.22,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A104KY5,СберИОС529,СберИОС 001Р-529R 5Г IMOEX,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-06-03T00:00:00.0000000,0.01,2,3134,98.6,102.49,0.0,0,140.84,60.37,0,0,0,RUB,RUB,RUB,RUB,RU000A104KY5,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A107NJ3,ЛТрейд1P11,Лизинг-Трейд 001P-11,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-12-30T00:00:00.0000000,0.01,2,3096,98.54,99.49,0.0,0,138.28,59.27,0,0,0,RUB,RUB,RUB,RUB,RU000A107NJ3,18.52,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0JWV63,РСХБ 08Т1,"""Россельхозбанк"" (АО) обл.08Т1",MOEX,FOND,CORP,1,1000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,3092,94.25,94.39,0.0,0,132.0,56.58,0,0,0,RUB,RUB,RUB,RUB,RU000A0JWV63,18.09,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A0JQ7Z2,РЖД-19 обл,"""Российские ЖД"" ОАО 19 обл.",MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-07-08T00:00:00.0000000,0.01,2,3087,99.54,99.89,0.0,0,102.42,96.34,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQ7Z2,10.07,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A100HE1,АЗБУКАВКП1,АЗБУКА_ВКУСА_БОП1,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-06-15T00:00:00.0000000,0.01,2,3086,99.17,99.69,0.0,0,133.87,64.39,0,0,0,RUB,RUB,RUB,RUB,RU000A100HE1,31.34,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1082M3,Рекорд01,Рекорд Трейд БО-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-03-06T00:00:00.0000000,0.01,2,3005,99.82,99.98,0.0,0,139.72,59.89,0,0,0,RUB,RUB,RUB,RUB,RU000A1082M3,22.24,TQIR,TQIR,17,нормальный период торгов,6,10.0,1
RU000A101QV4,СберИОС272,СберИОС 001Р-272R 5Y ТЕХ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-06-23T00:00:00.0000000,0.01,2,3000,99.4,139.28,0.0,0,139.03,59.59,0,0,0,RUB,RUB,RUB,RUB,RU000A101QV4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0NNEE4,ВТБ Б1-192,Банк ВТБ (ПАО) Б-1-192,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-15T00:00:00.0000000,0.01,2,3000,192.0,192.0,1.0,0,268.91,115.26,0,0,0,RUB,RUB,RUB,RUB,RU000A0NNEE4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A100Z75,СберИОС139,СберИОС 001Р-139R 5Y EC 115,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-11-29T00:00:00.0000000,0.01,2,3000,154.3,158.0,0.0,0,217.83,93.36,0,0,0,RUB,RUB,RUB,RUB,RU000A100Z75,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A102SU0,СберИОС420,СберИОС 001Р-420R 5Y СМШ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-03-25T00:00:00.0000000,0.01,2,3000,73.2,75.94,0.0,0,103.74,44.47,0,0,0,RUB,RUB,RUB,RUB,RU000A102SU0,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A102TH5,СберИОС425,СберИОС 001Р-425R 7Г РБЧ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-03-27T00:00:00.0000000,0.01,2,3000,67.61,70.0,0.0,0,95.66,41.0,0,0,0,RUB,RUB,RUB,RUB,RU000A102TH5,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A102RU2,Европлн1Р1,ПАО ЛК Европлан 001P-01,MOEX,FOND,CORP,1,250.0,DBXXXX,2024-08-13T00:00:00.0000000,0.01,2,2982,98.47,99.8,0.0,0,102.34,94.36,0,0,0,RUB,RUB,RUB,RUB,RU000A102RU2,16.11,TQCB,TQCB,17,нормальный период торгов,6,2.5,1
RU000A104XR2,Автодор3Р2,Автодор ГК БО-003Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-07-01T00:00:00.0000000,0.01,2,2972,85.0,85.89,0.0,0,92.76,78.92,0,0,0,RUB,RUB,RUB,RUB,RU000A104XR2,17.38,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A106MW0,ТГК-14 1Р2,"ПАО ""ТГК-14"" 001Р-02",MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-07-27T00:00:00.0000000,0.01,2,2964,90.13,91.29,0.0,0,126.29,54.13,0,0,0,RUB,RUB,RUB,RUB,RU000A106MW0,17.95,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A104V00,ПионЛизБР5,Пионер-Лизинг БР5,MOEX,FOND,CORP,1,1000.0,DBXXXX,2032-04-15T00:00:00.0000000,0.01,2,2956,102.02,103.39,0.0,0,144.08,61.75,0,0,0,RUB,RUB,RUB,RUB,RU000A104V00,24.72,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A0JXQK2,Роснфт1P4,ПАО НК Роснефть 001P-04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-04-22T00:00:00.0000000,0.01,2,2955,87.0,87.36,0.0,0,93.9,83.18,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXQK2,15.02,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A108BX7,ТатнхимP02,Татнефтехим 001-P-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-03-30T00:00:00.0000000,0.01,2,2949,100.52,101.45,0.0,0,140.92,60.4,0,0,0,RUB,RUB,RUB,RUB,RU000A108BX7,19.22,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107AZ6,Саммит 1P2,МФК Саммит 001Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-15T00:00:00.0000000,0.01,2,2936,94.9,95.35,0.0,0,133.38,57.17,0,0,0,RUB,RUB,RUB,RUB,RU000A107AZ6,22.28,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A106W49,СолЛиз БО1,Солид-Лизинг БО-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-03-12T00:00:00.0000000,0.01,2,2929,99.0,99.99,0.0,0,139.86,59.95,0,0,0,RUB,RUB,RUB,RUB,RU000A106W49,20.56,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A105KP0,Газпнф3P5R,Газпром нефть БО 003P-05R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-12-02T00:00:00.0000000,0.01,2,2927,91.45,91.49,0.0,0,95.09,87.67,0,0,0,RUB,RUB,RUB,RUB,RU000A105KP0,16.39,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105WR1,АЗБУКАВКП2,АЗБУКА ВКУСА БОП2,MOEX,FOND,CORP,1,1000.0,DBXXXX,2033-02-18T00:00:00.0000000,0.01,2,2925,91.3,93.63,0.0,0,130.97,56.14,0,0,0,RUB,RUB,RUB,RUB,RU000A105WR1,21.22,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A108AC3,ПКТ 1P1,АО ПКТ 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-15T00:00:00.0000000,0.01,2,2925,98.95,98.98,0.0,0,138.45,59.34,0,0,0,RUB,RUB,RUB,RUB,RU000A108AC3,17.61,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A106FV6,РСХБ2Р12,Россельхозбанк БO-12-002P,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-06-26T00:00:00.0000000,0.01,2,2921,90.01,90.35,0.0,0,98.04,82.58,0,0,0,RUB,RUB,RUB,RUB,RU000A106FV6,16.43,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102952,ВИС Ф БП01,ВИС ФИНАНС БО-П01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-10-12T00:00:00.0000000,0.01,2,2883,97.97,97.99,0.0,0,137.03,58.73,0,0,0,RUB,RUB,RUB,RUB,RU000A102952,22.4,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1037C8,УрожайБО02,Урожай БО-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-04T00:00:00.0000000,0.01,2,2880,99.96,99.97,0.0,0,139.76,59.9,0,0,0,RUB,RUB,RUB,RUB,RU000A1037C8,48.3,TQIR,TQIR,17,нормальный период торгов,6,10.0,1
NOMP,Новошип ао,Новошип ао,MOEX,FOND,CS,1,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.01,2,2855,240.63,334.0,0.0,0,386.38,165.6,0,0,0,RUB,RUB,RUB,RUB,RU0009084453,,MTQR,MTQR,17,нормальный период торгов,0,1.0,1
RU000A103N84,РСХБ 2Р14,Россельхозбанк БO-14-002P,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-09-03T00:00:00.0000000,0.01,2,2854,98.19,98.7,0.0,0,103.58,93.61,0,0,0,RUB,RUB,RUB,RUB,RU000A103N84,17.57,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A106CJ8,ЛаймЗайм03,МФК Лайм-Займ 03,MOEX,FOND,CORP,1,800.0,DBXXXX,2026-05-23T00:00:00.0000000,0.01,2,2853,95.96,96.0,0.0,0,134.2,57.52,0,0,0,RUB,RUB,RUB,RUB,RU000A106CJ8,21.35,TQIR,TQIR,17,нормальный период торгов,0,8.0,1
RU000A105SL2,РусГидрБП9,РусГидро (ПАО) БО-П09,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-01-28T00:00:00.0000000,0.01,2,2850,89.88,89.96,0.0,0,94.85,86.59,0,0,0,RUB,RUB,RUB,RUB,RU000A105SL2,17.01,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1036X6,ВитаЛ 1Р03,Вита Лайн 001Р-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-05-29T00:00:00.0000000,0.01,2,2850,92.07,92.22,0.0,0,128.75,55.19,0,0,0,RUB,RUB,RUB,RUB,RU000A1036X6,20.19,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A105V90,ЕАБР3P-006,Евразийский банк развития 3P-6,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-02-13T00:00:00.0000000,0.01,2,2839,90.0,90.3,0.0,0,97.02,83.39,0,0,0,RUB,RUB,RUB,RUB,RU000A105V90,17.83,TQCB,TQCB,17,нормальный период торгов,17,10.0,1
RU000A106K27,Медси 1P03,Группа компаний Медси 001P-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2038-06-28T00:00:00.0000000,0.01,2,2819,91.11,91.25,0.0,0,114.01,68.33,0,0,0,RUB,RUB,RUB,RUB,RU000A106K27,18.98,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
INGR,ИНГРАД ао,ИНГРАД ПАО ао,MOEX,FOND,CS,1,1000.0,ESXXXX,9999-12-31T23:59:59.9999999,1.0,0,2812,1760.0,1764.0,0.0,0,2143.0,1055.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0DJ9B4,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A107DC9,СберИОС599,СберИОС 001Р-599R 5Г AC MOEXFN,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-01-12T00:00:00.0000000,0.01,2,2806,95.51,100.95,0.0,0,137.9,59.11,0,0,0,RUB,RUB,RUB,RUB,RU000A107DC9,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A106P06,ВСК 1P-04R,Восточная Стивидор.Ком 1P-04R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-07-28T00:00:00.0000000,0.01,2,2805,85.75,86.72,0.0,0,92.65,78.83,0,0,0,RUB,RUB,RUB,RUB,RU000A106P06,17.61,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
KROT,КрасОкт-ао,"""КрасныйОктябрь"" ПАО - ао",MOEX,FOND,CS,10,1.0,ESXXXX,9999-12-31T23:59:59.9999999,1.0,0,2800,2402.0,2426.0,0.0,0,2954.0,1938.0,0,0,0,RUB,RUB,RUB,RUB,RU0008913850,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A107GT6,СЕЛЛСерв1,СЕЛЛ-Сервис БО-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-12-05T00:00:00.0000000,0.01,2,2792,100.01,100.2,0.0,0,139.92,59.97,0,0,0,RUB,RUB,RUB,RUB,RU000A107GT6,21.27,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107QL2,АЛЬЯНС 1P3,БИЗНЕС АЛЬЯНС 001P-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-01-20T00:00:00.0000000,0.01,2,2792,99.93,100.07,0.0,0,139.87,59.95,0,0,0,RUB,RUB,RUB,RUB,RU000A107QL2,21.8,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A103935,реСторБ1Р1,реСтор 001Р-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-13T00:00:00.0000000,0.01,2,2780,99.67,99.68,0.0,0,139.37,59.74,0,0,0,RUB,RUB,RUB,RUB,RU000A103935,21.86,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A100HY9,РЖД 1Р-16R,РЖД ОАО БО 001Р-16R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-06-25T00:00:00.0000000,0.01,2,2777,86.47,87.0,0.0,0,90.74,82.0,0,0,0,RUB,RUB,RUB,RUB,RU000A100HY9,16.33,TQCB,TQCB,17,нормальный период торгов,,10.0,1
DIVD,ETF DIVD,БПИФ ДОХОДЪ Инд дивид акций,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.2,1,2776,1234.0,1235.6,0.0,0,1738.4,745.2,0,0,0,RUB,RUB,RUB,RUB,RU000A102N02,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
RU000A107AJ0,ИКС5Фин3P3,ИКС 5 ФИНАНС 003P-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2033-11-22T00:00:00.0000000,0.01,2,2773,95.72,95.83,0.0,0,103.79,87.43,0,0,0,RUB,RUB,RUB,RUB,RU000A107AJ0,16.27,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1078V2,ГТЛК ЗО25Д,ГТЛК ЗО25-Д,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-04-17T00:00:00.0000000,0.0001,4,2765,99.0102,99.7998,0.0,0,107.1244,92.0622,0,0,0,RUB,RUB,RUB,USD,RU000A1078V2,6.41,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A108DP9,АрлифтБО01,АрлифтИнтернешнл БО-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-05-01T00:00:00.0000000,0.01,2,2756,99.25,101.88,0.0,0,139.36,59.73,0,0,0,RUB,RUB,RUB,RUB,RU000A108DP9,23.96,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A1043B8,ТАЛАНФБ1P3,ТАЛАН-ФИНАНС БО 001Р-03,MOEX,FOND,CORP,1,850.0,DBXXXX,2025-05-19T00:00:00.0000000,0.01,2,2754,95.0,96.09,0.0,0,134.45,57.63,0,0,0,RUB,RUB,RUB,RUB,RU000A1043B8,22.47,TQCB,TQCB,17,нормальный период торгов,6,8.5,1
RU000A107C67,НорНикЗ26Д,ГМК Норильский никель ЗО26-Д,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-10-27T00:00:00.0000000,0.0001,4,2748,90.6613,93.8896,0.0,0,100.142,86.0615,0,0,0,RUB,RUB,RUB,USD,RU000A107C67,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A106Q47,Фордевинд3,Фордевинд 03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-01-21T00:00:00.0000000,0.01,2,2738,90.36,90.3,0.0,0,127.24,54.54,0,0,0,RUB,RUB,RUB,RUB,RU000A106Q47,23.32,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
DIOD,ЗаводДИОД,Завод ДИОД ПАО ао,MOEX,FOND,CS,100,0.01,ESXXXX,9999-12-31T23:59:59.9999999,0.01,2,2737,15.1,15.11,0.0,0,18.4,9.05,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQWC1,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A101XD8,iMT_FREE01,МаксимаТелеком БО-П01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-07-14T00:00:00.0000000,0.01,2,2737,94.0,95.47,0.0,0,131.26,56.26,0,0,0,RUB,RUB,RUB,RUB,RU000A101XD8,21.29,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102A64,СберИОС352,СберИОС 001Р-352R 5Г СРВП,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-05T00:00:00.0000000,0.01,2,2706,87.4,90.6,0.0,0,123.33,52.86,0,0,0,RUB,RUB,RUB,RUB,RU000A102A64,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A104L36,ТойотаБ1P5,Тойота Банк БО-001Р-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-02-27T00:00:00.0000000,0.01,2,2700,94.54,96.26,0.0,0,120.24,72.06,0,0,0,RUB,RUB,RUB,RUB,RU000A104L36,17.74,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A102A56,СберИОС353,СберИОС 001Р-353R 5Г СРВП,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-05T00:00:00.0000000,0.01,2,2700,84.2,86.81,0.0,0,118.58,50.83,0,0,0,RUB,RUB,RUB,RUB,RU000A102A56,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A105M91,СТМ 1P3,Синара Транспортные Машины 1P3,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-12-10T00:00:00.0000000,0.01,2,2697,91.16,92.53,0.0,0,128.21,54.95,0,0,0,RUB,RUB,RUB,RUB,RU000A105M91,19.57,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0ZZ984,ГТЛК 1P-10,ГТЛК БО 001P-10,MOEX,FOND,CORP,1,1000.0,DBXXXX,2033-05-20T00:00:00.0000000,0.01,2,2683,96.6,98.99,0.0,0,100.89,92.09,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZ984,18.26,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A106VT7,АЛЬФАБ1Р7,АЛЬФА-БАНК Б1Р07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-09-22T00:00:00.0000000,0.01,2,2670,99.52,99.81,0.0,0,139.47,59.78,0,0,0,RUB,RUB,RUB,RUB,RU000A106VT7,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
LPSB,ЛЭСК ао,Липецкая энергосбыт.ком.ОАО ао,MOEX,FOND,CS,100,0.22,ESXXXX,9999-12-31T23:59:59.9999999,0.05,2,2670,95.6,97.65,0.0,0,104.95,57.3,0,0,0,RUB,RUB,RUB,RUB,RU000A0D8MR7,,TQPI,TQPI,17,нормальный период торгов,9,1.0,1
RU000A101XN7,Систем1P14,АФК Система БО 001P-14,MOEX,FOND,CORP,1,1000.0,DBXXXX,2030-07-10T00:00:00.0000000,0.01,2,2648,85.24,86.2,0.0,0,106.81,64.01,0,0,0,RUB,RUB,RUB,RUB,RU000A101XN7,18.02,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A100W60,ЕвропланБ3,ПАО ЛК Европлан БО-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-09-20T00:00:00.0000000,0.01,2,2647,97.25,99.0,0.0,0,101.21,93.31,0,0,0,RUB,RUB,RUB,RUB,RU000A100W60,20.15,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107B19,Новосиб 23,Новосибирская область 35023,MOEX,FOND,MUNI,1,1000.0,DBXXXX,2030-11-22T00:00:00.0000000,0.01,2,2625,92.9,93.11,0.0,0,101.44,84.59,0,0,0,RUB,RUB,RUB,RUB,RU000A107B19,15.64,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1058U6,КарМани 02,МФК КарМани 02,MOEX,FOND,CORP,1,700.0,DBXXXX,2025-09-13T00:00:00.0000000,0.01,2,2612,101.98,102.53,0.0,0,143.42,61.47,0,0,0,RUB,RUB,RUB,RUB,RU000A1058U6,17.63,TQIR,TQIR,17,нормальный период торгов,0,7.0,1
RU000A105VC5,Полюс Б1P3,Полюс ПБО-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-02-11T00:00:00.0000000,0.01,2,2608,85.0,86.16,0.0,0,91.66,80.38,0,0,0,RUB,RUB,RUB,RUB,RU000A105VC5,16.06,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A107209,СибСтекП04,Сибирское Стекло БО-П04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-09-28T00:00:00.0000000,0.01,2,2600,96.8,97.1,0.0,0,135.49,58.07,0,0,0,RUB,RUB,RUB,RUB,RU000A107209,23.21,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1050H0,ЕАБР П3-01,ЕАБР 003Р-001,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-07-29T00:00:00.0000000,0.01,2,2600,91.01,91.93,0.0,0,97.84,85.8,0,0,0,RUB,RUB,RUB,RUB,RU000A1050H0,18.09,TQCB,TQCB,17,нормальный период торгов,17,10.0,1
RU000A1053W3,ГЛОРАКС 01,ГЛОРАКС БО-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-08-18T00:00:00.0000000,0.01,2,2599,93.5,93.86,0.0,0,131.06,56.18,0,0,0,RUB,RUB,RUB,RUB,RU000A1053W3,21.29,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1021N9,СберИОС306,СберИОС 001Р-306R 5Г БТЕХ ИНД,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-05T00:00:00.0000000,0.01,2,2595,82.6,84.26,0.0,0,116.05,49.74,0,0,0,RUB,RUB,RUB,RUB,RU000A1021N9,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
